Sample,ASV10,ASV11,ASV14,ASV16,ASV17,ASV19,ASV2,ASV21,ASV22,ASV27,ASV28,ASV29,ASV30,ASV31,ASV32,ASV33,ASV34,ASV5,ASV6,ASV7,ASV8,ASV9,Unassigned,X120,X263,X391,X491,Experiment,Shake,Media,Beads,Temp,Rep,Time,Day,Treatment
PMXC6.NS.CR.NB.RT.REP3.T10,0,55,143954,0,0,0,0,0,0,26,0,17777,3075,40495,2101,0,64937,85596,0,0,638,0,48,0,0,0,0,PMXC6,NS,CR,NB,RT,REP3,T10,33,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T10,422,22662,87926,62,31709,2729,1846,0,0,3135,0,20301,5232,31821,4973,96,89914,68076,0,0,1089,0,623,0,0,0,0,PMXC6,NS,CR,NB,VT,REP1,T10,33,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T10,0,11642,66790,516,61855,0,0,0,0,3082,0,22468,4489,31531,2763,3,50289,68932,0,0,1987,0,37,0,0,0,0,PMXC6,NS,CR,NB,VT,REP2,T10,33,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T10,0,10863,55807,3625,30354,7111,9557,0,0,2976,0,24650,7377,36817,3209,8,51217,57532,0,0,1848,4,93,0,0,0,0,PMXC6,NS,CR,NB,VT,REP3,T10,33,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T10,0,10073,107347,0,1529,0,21,0,0,162,0,18912,43350,72176,332,0,69152,1240,0,0,0,0,8,0,0,0,0,PMXC6,NS,R2A,B,RT,REP1,T10,33,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T10,0,5471,118294,0,1473,0,0,0,0,152,0,19299,36435,52929,356,0,86001,1319,0,0,0,0,11,0,0,0,0,PMXC6,NS,R2A,B,RT,REP2,T10,33,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T10,3,6587,130944,0,2025,0,0,0,0,340,0,31828,36836,61679,258,0,56448,2312,0,0,6,0,25,0,0,0,0,PMXC6,NS,R2A,B,RT,REP3,T10,33,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T10,520,7409,201113,26,62933,0,6561,0,0,1261,0,42288,17247,53382,3537,31,26741,6467,0,0,1610,0,829,0,0,0,0,PMXC6,NS,R2A,B,VT,REP1,T10,33,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T10,26,4554,156689,0,42937,0,0,0,0,698,0,40587,21633,47828,3113,17,22330,3725,0,0,0,0,89,0,0,0,0,PMXC6,NS,R2A,B,VT,REP2,T10,33,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T10,72,4620,148559,44,70982,0,0,0,0,5123,0,24554,14699,48492,5977,10,55465,3618,0,0,2702,0,147,0,0,0,0,PMXC6,NS,R2A,B,VT,REP3,T10,33,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T10,20,3067,149366,0,1189,0,28,0,0,237,0,35370,42649,26288,148,13,17912,3875,0,0,0,0,142,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP1,T10,33,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T10,46,4260,196846,0,5390,0,106,0,0,192,0,30402,34522,29708,118,0,28157,3002,0,0,0,0,216,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP2,T10,33,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T10,14,2907,164328,0,5012,0,7,0,0,193,0,37233,45079,28326,163,17,13005,3384,0,0,0,0,2007,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP3,T10,33,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T10,0,5288,167457,0,1317,0,0,0,0,32,0,25896,22070,13093,1281,0,48773,2448,0,0,0,0,488,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP1,T10,33,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T10,0,4056,218265,0,1725,0,0,0,0,0,0,39643,28821,12162,1462,370,57191,2794,0,0,0,0,7095,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP2,T10,33,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T10,0,4315,210809,9,695,0,0,0,0,436,0,26287,25250,27411,2508,11,78493,2997,0,0,0,0,277,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP3,T10,33,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T10,63,0,38,0,0,0,0,0,0,0,0,1693,1155,518,594,181,1888,31,0,0,1163,0,100,37,0,67132,0,PMXC6,S,CR,B,RT,REP1,T10,33,SCRRTB
PMXC6.S.CR.B.RT.REP2.T10,54,0,0,0,0,0,0,0,26,0,0,459,367,63,0,20,487,77,0,0,390,0,9,0,0,32146,0,PMXC6,S,CR,B,RT,REP2,T10,33,SCRRTB
PMXC6.S.CR.B.RT.REP3.T10,0,0,0,0,0,0,0,0,0,0,0,1473,1408,72,958,195,324,116,0,0,302,0,7,72,0,31051,0,PMXC6,S,CR,B,RT,REP3,T10,33,SCRRTB
PMXC6.S.CR.B.VT.REP1.T10,3657,0,217,0,15,87,26,0,31,171,0,11307,15479,5780,90377,9642,4851,240,0,0,1051,0,428,23914,0,143369,2338,PMXC6,S,CR,B,VT,REP1,T10,33,SCRVTB
PMXC6.S.CR.B.VT.REP2.T10,6077,162,144,25,182,188,85,0,0,424,0,13287,2899,17421,74535,2643,8937,917,0,0,1066,0,163,4551,0,23961,2835,PMXC6,S,CR,B,VT,REP2,T10,33,SCRVTB
PMXC6.S.CR.B.VT.REP3.T10,137,0,0,0,0,0,9,0,0,0,0,863,118,841,5583,832,505,68,0,0,20,0,42,264,0,3053,158,PMXC6,S,CR,B,VT,REP3,T10,33,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,PMXC6,S,CR,NB,RT,REP1,T10,33,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T10,27,0,0,0,25,0,0,0,0,0,0,165,38,0,110,0,204,0,0,0,0,0,0,76,0,648,0,PMXC6,S,CR,NB,RT,REP2,T10,33,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,23,0,0,0,0,0,0,0,0,81,0,PMXC6,S,CR,NB,RT,REP3,T10,33,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T10,1355,423,43308,1540,22842,3025,7544,0,0,1045,0,14846,2073,38001,13507,1944,65388,32973,0,0,2261,0,242,3118,0,1931,51,PMXC6,S,CR,NB,VT,REP1,T10,33,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T10,205,2882,49471,4068,26521,4070,11449,0,0,1550,0,11581,3214,48463,18187,1262,77841,37331,0,0,2023,0,254,3319,0,1614,37,PMXC6,S,CR,NB,VT,REP2,T10,33,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T10,125,138,67291,2554,29293,4573,15431,0,1248,1779,0,11767,3105,52018,15703,1477,77546,47237,0,0,2030,0,366,2377,0,1745,1879,PMXC6,S,CR,NB,VT,REP3,T10,33,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T10,0,423,1721,37,46412,16756,7543,0,0,478,0,682,8655,35148,6496,0,138359,212,0,0,62,0,62,0,0,23,0,PMXC6,S,R2A,B,RT,REP1,T10,33,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T10,0,448,1421,0,36533,7957,15407,0,0,619,0,864,9161,25690,10202,0,131226,128,9,0,259,0,48,7,0,0,0,PMXC6,S,R2A,B,RT,REP2,T10,33,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T10,0,1047,1305,0,60470,15369,11044,0,0,940,0,1958,17347,44719,21696,11,135930,269,0,0,604,0,200,0,0,9,0,PMXC6,S,R2A,B,RT,REP3,T10,33,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T10,0,0,18,0,1394,0,644,0,0,17,0,312,71,3383,3396,187,91031,0,0,0,114,0,12,12,0,0,0,PMXC6,S,R2A,B,VT,REP1,T10,33,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T10,0,0,16,0,226,0,584,0,0,30,0,79,108,807,8998,248,70220,0,0,0,82,0,20,0,0,0,0,PMXC6,S,R2A,B,VT,REP2,T10,33,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T10,0,0,134,0,14817,0,7322,0,0,44,0,428,2722,14014,41684,833,252828,0,0,0,266,0,41,0,0,0,0,PMXC6,S,R2A,B,VT,REP3,T10,33,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T10,0,0,7244,0,631,0,0,0,0,6,0,299,9879,1231,4171,28,51366,201,0,0,0,0,127,0,0,0,0,PMXC6,S,R2A,NB,RT,REP1,T10,33,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T10,0,0,13151,0,2146,0,0,0,0,13,0,1064,30883,8119,9770,0,108525,430,75,0,13,0,91,0,0,48,0,PMXC6,S,R2A,NB,RT,REP2,T10,33,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T10,0,0,10651,0,1151,0,0,0,0,0,0,793,13896,2341,2643,13,68346,228,0,0,0,0,391,87,0,0,0,PMXC6,S,R2A,NB,RT,REP3,T10,33,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T10,0,0,146553,0,39518,0,0,0,0,52,0,14551,20826,8968,15610,30,76750,12475,0,0,587,0,418,0,0,4,0,PMXC6,S,R2A,NB,VT,REP1,T10,33,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T10,0,0,115003,0,25677,0,0,0,0,33,0,4489,16817,7196,16458,56,85764,4181,0,0,428,0,570,0,0,0,0,PMXC6,S,R2A,NB,VT,REP2,T10,33,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T10,0,0,386,0,9712,0,0,0,0,0,0,240,2330,946,4437,0,31908,32,0,0,80,0,9,0,0,0,0,PMXC6,S,R2A,NB,VT,REP3,T10,33,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T11,0,7,117434,0,0,0,0,0,0,0,0,21507,3412,33652,1945,0,66648,61763,0,0,0,0,7,0,0,0,0,PMXC6,NS,CR,B,RT,REP1,T11,36,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T11,0,8,120487,0,0,0,0,0,0,0,0,35864,5618,35251,2051,0,63330,73032,0,0,0,0,9,0,0,0,0,PMXC6,NS,CR,B,RT,REP2,T11,36,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T11,0,7,114670,0,0,0,0,0,0,0,0,28997,4890,31916,2307,0,60980,74046,0,0,0,0,13,0,0,0,0,PMXC6,NS,CR,B,RT,REP3,T11,36,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T11,2826,12049,31986,0,10733,0,0,0,0,1669,0,16744,2226,19060,5525,3,71168,20339,0,0,1480,0,62,0,0,0,36,PMXC6,NS,CR,B,VT,REP1,T11,36,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T11,391,12806,21227,227,14775,1822,1552,0,0,3044,0,18583,2483,23842,2994,13,59140,24450,0,0,3031,0,63,0,0,1040,374,PMXC6,NS,CR,B,VT,REP2,T11,36,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T11,84,8937,26276,449,13622,2415,919,0,0,1961,0,22894,2315,14164,3179,250,52050,31643,0,0,2788,0,148,1107,0,514,83,PMXC6,NS,CR,B,VT,REP3,T11,36,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T11,0,37,109000,0,0,0,0,0,0,0,0,33078,6127,33584,3176,0,61052,76860,0,0,1623,0,8,0,0,0,0,PMXC6,NS,CR,NB,RT,REP1,T11,36,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T11,0,15,127195,0,0,42,0,0,0,25,0,27524,5011,40770,1633,0,67004,78913,0,0,304,0,8,0,0,0,4,PMXC6,NS,CR,NB,RT,REP2,T11,36,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T11,0,24,114730,0,0,0,0,0,0,11,0,21185,3842,34471,1495,0,55766,78680,0,0,1086,0,24,0,0,0,0,PMXC6,NS,CR,NB,RT,REP3,T11,36,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T11,86,9692,29107,32,16223,1335,778,0,0,863,0,17961,3206,12942,1473,0,37505,29798,0,0,1427,0,10,0,0,0,0,PMXC6,NS,CR,NB,VT,REP1,T11,36,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T11,0,5264,22615,354,20876,0,0,0,0,907,0,13544,2389,11323,910,6,21666,25371,0,0,1297,0,14,0,0,0,0,PMXC6,NS,CR,NB,VT,REP2,T11,36,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T11,0,7046,28717,2860,16382,3612,4510,0,0,1203,0,19135,3467,14168,1150,5,36276,35720,0,0,1530,0,36,0,0,0,0,PMXC6,NS,CR,NB,VT,REP3,T11,36,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T11,0,4365,129659,0,2336,0,0,0,0,416,0,37501,49211,74257,184,3,18773,2507,0,0,0,0,15,0,0,0,0,PMXC6,NS,R2A,B,RT,REP1,T11,36,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T11,0,3551,132251,0,2391,0,0,0,0,170,0,33276,40522,64719,229,0,18654,2483,0,0,0,0,27,0,0,0,0,PMXC6,NS,R2A,B,RT,REP2,T11,36,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T11,0,3721,123944,0,3571,0,0,0,0,561,0,34906,42216,69472,136,4,20044,3109,0,0,0,0,9,0,0,0,0,PMXC6,NS,R2A,B,RT,REP3,T11,36,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T11,204,2925,70035,0,20086,0,2866,0,0,410,0,23120,8398,19945,924,2,6563,2750,0,0,768,0,13,0,0,0,0,PMXC6,NS,R2A,B,VT,REP1,T11,36,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T11,7,3342,88541,0,30465,0,0,0,0,434,0,21370,10741,29514,948,0,11517,2607,0,0,0,0,37,0,0,0,0,PMXC6,NS,R2A,B,VT,REP2,T11,36,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T11,14,3692,70431,43,32445,0,0,0,0,2080,0,18715,8274,21634,1628,0,11540,2860,0,0,1567,0,46,0,0,0,0,PMXC6,NS,R2A,B,VT,REP3,T11,36,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T11,0,4395,141793,0,2033,0,41,0,0,368,0,38373,46829,31607,117,6,20469,5786,0,0,0,0,79,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP1,T11,36,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T11,8,3877,139071,0,4612,0,70,0,0,331,0,38677,44648,31426,137,0,30647,3246,0,0,0,0,71,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP2,T11,36,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T11,4,1741,57125,0,4368,0,0,0,0,162,0,14745,17969,12171,63,3,6623,2091,0,0,0,0,17,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP3,T11,36,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T11,0,3885,96254,0,1382,0,0,0,0,16,0,19853,18200,9557,649,6,27707,1737,0,0,0,0,60,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP1,T11,36,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T11,0,1995,86951,0,723,0,0,4,0,0,0,20544,12901,8525,504,0,22940,1529,0,0,0,0,58,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP2,T11,36,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T11,0,1445,89576,0,331,0,0,0,0,273,0,16621,16588,13152,1140,0,36706,2882,0,0,0,0,43,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP3,T11,36,NSR2AVTNB
PMXC6.S.CR.B.RT.REP1.T11,13576,0,34631,3036,13194,2696,22699,0,0,339,0,18258,4542,54802,35941,274,113076,17041,0,0,1722,0,210,3198,0,13773,85,PMXC6,S,CR,B,RT,REP1,T11,36,SCRRTB
PMXC6.S.CR.B.RT.REP2.T11,3079,204,8127,1435,3154,635,6381,0,627,412,0,21762,4702,55026,64667,402,45592,5400,0,0,1124,0,190,2844,0,29374,2818,PMXC6,S,CR,B,RT,REP2,T11,36,SCRRTB
PMXC6.S.CR.B.RT.REP3.T11,5567,660,31477,4470,10341,2501,17102,0,1710,346,0,17904,4686,67555,33988,319,111941,17238,0,0,1691,0,404,4711,0,16791,2658,PMXC6,S,CR,B,RT,REP3,T11,36,SCRRTB
PMXC6.S.CR.B.VT.REP1.T11,35765,5577,2373,4116,8239,4236,6211,0,755,425,0,9342,1255,13536,13007,1083,66569,3452,0,0,546,0,570,15675,0,6738,1231,PMXC6,S,CR,B,VT,REP1,T11,36,SCRVTB
PMXC6.S.CR.B.VT.REP2.T11,65685,18338,8063,6585,19915,4459,10455,0,1732,1072,0,28164,4127,31147,19715,4794,132829,9417,0,0,3473,0,693,16702,0,9949,1941,PMXC6,S,CR,B,VT,REP2,T11,36,SCRVTB
PMXC6.S.CR.B.VT.REP3.T11,49293,1495,629,5635,10829,4761,12210,0,816,718,0,22305,1849,56440,42627,4852,108210,2370,0,0,1951,0,1079,25380,0,23249,5166,PMXC6,S,CR,B,VT,REP3,T11,36,SCRVTB
PMXC6.S.CR.NB.RT.REP1.T11,19,1591,53036,983,6298,1254,11858,0,0,480,0,24008,4346,35988,15256,59,60329,36723,0,0,3008,0,795,12392,0,2099,12,PMXC6,S,CR,NB,RT,REP1,T11,36,SCRRTNB
PMXC6.S.CR.NB.RT.REP2.T11,8,6079,68300,3500,9172,2760,25628,0,944,526,0,33699,7658,52801,19683,4,88232,40266,0,0,5339,0,412,5393,0,2478,1496,PMXC6,S,CR,NB,RT,REP2,T11,36,SCRRTNB
PMXC6.S.CR.NB.RT.REP3.T11,17,0,72225,2427,10400,3807,22252,0,0,315,0,33757,8344,59531,20558,22,96449,53690,0,0,4716,0,323,4638,0,2748,265,PMXC6,S,CR,NB,RT,REP3,T11,36,SCRRTNB
PMXC6.S.CR.NB.VT.REP1.T11,2346,818,60578,4285,26616,4219,13128,0,0,752,0,31037,6389,61946,24136,2885,101288,48271,0,0,3833,0,618,10345,0,2440,52,PMXC6,S,CR,NB,VT,REP1,T11,36,SCRVTNB
PMXC6.S.CR.NB.VT.REP2.T11,64,2266,21340,2878,10564,1920,6275,0,0,276,0,10629,2130,21881,8591,1272,39334,18741,0,0,1744,0,191,3092,0,905,8,PMXC6,S,CR,NB,VT,REP2,T11,36,SCRVTNB
PMXC6.S.CR.NB.VT.REP3.T11,72,594,37567,2369,14706,2461,9369,0,1069,424,0,14450,2659,26532,8310,1429,52251,29576,0,0,2564,0,157,2419,0,594,1159,PMXC6,S,CR,NB,VT,REP3,T11,36,SCRVTNB
PMXC6.S.R2A.B.RT.REP1.T11,39,400,66512,0,30064,5452,8060,0,0,810,0,16844,29106,57614,1353,0,12879,1818,0,0,2994,0,518,0,0,0,0,PMXC6,S,R2A,B,RT,REP1,T11,36,SR2ARTB
PMXC6.S.R2A.B.RT.REP2.T11,55,669,93381,0,31294,2911,16457,0,0,954,0,19685,33390,78871,1514,21,14448,1618,0,0,3317,0,604,0,0,0,0,PMXC6,S,R2A,B,RT,REP2,T11,36,SR2ARTB
PMXC6.S.R2A.B.RT.REP3.T11,143,820,93889,0,29609,3805,13304,0,0,759,0,17261,26304,68322,3525,0,11866,2927,0,0,2055,0,60,0,0,0,0,PMXC6,S,R2A,B,RT,REP3,T11,36,SR2ARTB
PMXC6.S.R2A.B.VT.REP1.T11,0,0,395,0,16522,0,12023,0,0,46,0,6412,2207,13361,29589,1676,256472,88,0,11,890,0,21,0,0,0,21,PMXC6,S,R2A,B,VT,REP1,T11,36,SR2AVTB
PMXC6.S.R2A.B.VT.REP2.T11,0,0,167,0,6085,0,2676,0,0,72,0,1678,188,26838,34400,2904,294129,0,0,0,746,0,33,0,0,3,0,PMXC6,S,R2A,B,VT,REP2,T11,36,SR2AVTB
PMXC6.S.R2A.B.VT.REP3.T11,0,0,492,0,36212,0,11836,0,0,39,0,1027,5547,3066,27603,273,133522,0,0,0,286,0,56,0,30,0,0,PMXC6,S,R2A,B,VT,REP3,T11,36,SR2AVTB
PMXC6.S.R2A.NB.RT.REP1.T11,0,9,155699,0,16412,0,0,0,0,115,0,14619,40862,15857,10775,19,92342,13256,0,0,84,0,221,0,0,0,0,PMXC6,S,R2A,NB,RT,REP1,T11,36,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP2.T11,0,35,159178,0,15132,0,0,0,0,93,0,13233,39806,15223,12949,81,100619,8763,0,0,143,0,1160,0,0,0,0,PMXC6,S,R2A,NB,RT,REP2,T11,36,SR2ARTNB
PMXC6.S.R2A.NB.RT.REP3.T11,0,0,121239,0,11249,0,0,0,0,175,0,6410,45336,13701,14281,52,101559,5489,0,0,47,0,272,0,0,7,0,PMXC6,S,R2A,NB,RT,REP3,T11,36,SR2ARTNB
PMXC6.S.R2A.NB.VT.REP1.T11,0,0,151232,0,43536,0,0,0,0,53,0,22069,22952,11428,11107,244,68887,17098,0,0,1120,0,1885,0,0,0,0,PMXC6,S,R2A,NB,VT,REP1,T11,36,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP2.T11,0,0,150673,0,36677,0,0,0,0,104,0,15528,29776,11107,13964,170,85268,10482,0,0,2116,0,1082,0,0,0,0,PMXC6,S,R2A,NB,VT,REP2,T11,36,SR2AVTNB
PMXC6.S.R2A.NB.VT.REP3.T11,0,0,99388,0,56513,0,0,0,0,508,0,9303,19251,10950,15693,0,78216,4557,0,0,997,0,228,0,0,0,0,PMXC6,S,R2A,NB,VT,REP3,T11,36,SR2AVTNB
PMXC6.NS.CR.B.RT.REP1.T12,0,0,69830,0,0,0,0,0,0,0,0,16297,2619,17184,1214,0,33546,41041,0,0,0,0,21,0,0,0,0,PMXC6,NS,CR,B,RT,REP1,T12,39,NSCRRTB
PMXC6.NS.CR.B.RT.REP2.T12,0,0,69059,0,0,3,0,0,0,0,0,24372,3817,18623,1085,0,34859,41460,0,0,0,0,10,0,0,0,0,PMXC6,NS,CR,B,RT,REP2,T12,39,NSCRRTB
PMXC6.NS.CR.B.RT.REP3.T12,0,0,72167,0,0,0,0,0,0,0,0,19444,3209,16523,1598,0,29935,45653,0,0,0,0,7,0,0,0,0,PMXC6,NS,CR,B,RT,REP3,T12,39,NSCRRTB
PMXC6.NS.CR.B.VT.REP1.T12,1864,11258,31622,0,11663,0,0,0,0,284,0,31133,3869,11933,1407,0,46571,34457,0,0,2596,0,13,0,0,17,0,PMXC6,NS,CR,B,VT,REP1,T12,39,NSCRVTB
PMXC6.NS.CR.B.VT.REP2.T12,245,5894,19049,189,7151,1090,618,0,0,597,0,26215,3531,12916,1204,3,40665,29165,0,0,4284,0,21,0,0,928,208,PMXC6,NS,CR,B,VT,REP2,T12,39,NSCRVTB
PMXC6.NS.CR.B.VT.REP3.T12,69,7071,27030,360,6028,1626,208,0,0,408,0,28141,3628,13456,2449,114,50420,36132,0,0,2854,0,17,111,0,285,30,PMXC6,NS,CR,B,VT,REP3,T12,39,NSCRVTB
PMXC6.NS.CR.NB.RT.REP1.T12,0,0,64671,0,0,0,0,0,0,0,0,28034,4969,20932,1905,0,24655,54074,0,0,1856,0,35,0,0,0,0,PMXC6,NS,CR,NB,RT,REP1,T12,39,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP2.T12,0,0,30130,0,0,0,0,0,0,0,0,8493,1624,9166,380,0,13533,19629,0,0,108,0,7,0,0,0,0,PMXC6,NS,CR,NB,RT,REP2,T12,39,NSCRRTNB
PMXC6.NS.CR.NB.RT.REP3.T12,0,8,62620,0,0,0,0,0,0,20,0,11770,1731,17394,610,0,24584,39453,0,0,257,0,3,0,0,0,0,PMXC6,NS,CR,NB,RT,REP3,T12,39,NSCRRTNB
PMXC6.NS.CR.NB.VT.REP1.T12,47,8678,23817,47,14525,1356,889,0,0,880,0,31096,6429,14106,1784,0,37153,35882,0,0,3406,0,6,0,0,0,0,PMXC6,NS,CR,NB,VT,REP1,T12,39,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP2.T12,0,8086,26955,680,24489,0,0,0,0,1078,0,28936,5480,16820,1148,0,26801,33028,0,0,4347,0,39,0,0,0,0,PMXC6,NS,CR,NB,VT,REP2,T12,39,NSCRVTNB
PMXC6.NS.CR.NB.VT.REP3.T12,0,4544,19970,3306,9434,1928,1354,0,0,609,0,31430,6551,22984,1213,3,54275,28932,0,0,3714,0,23,0,0,0,0,PMXC6,NS,CR,NB,VT,REP3,T12,39,NSCRVTNB
PMXC6.NS.R2A.B.RT.REP1.T12,0,2492,60424,0,1220,0,0,0,0,265,0,19916,24459,40294,142,0,11807,1515,0,0,0,0,2,0,0,0,0,PMXC6,NS,R2A,B,RT,REP1,T12,39,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP2.T12,0,2411,71559,0,1507,0,0,0,0,252,0,24021,28012,44048,108,0,13276,1841,0,0,0,0,3,0,0,0,0,PMXC6,NS,R2A,B,RT,REP2,T12,39,NSR2ARTB
PMXC6.NS.R2A.B.RT.REP3.T12,0,1640,57564,0,1481,0,0,0,0,458,0,21395,27406,38173,85,0,12390,2016,0,0,0,0,5,0,0,0,0,PMXC6,NS,R2A,B,RT,REP3,T12,39,NSR2ARTB
PMXC6.NS.R2A.B.VT.REP1.T12,491,2828,49265,0,21613,0,12436,0,0,1422,0,33661,11705,14646,1896,0,17798,3476,0,0,5020,0,9,0,0,0,0,PMXC6,NS,R2A,B,VT,REP1,T12,39,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP2.T12,0,2664,51364,0,30239,0,0,0,0,837,0,28656,12342,21339,1958,3,17022,1944,0,0,0,0,11,0,0,0,0,PMXC6,NS,R2A,B,VT,REP2,T12,39,NSR2AVTB
PMXC6.NS.R2A.B.VT.REP3.T12,15,2938,63588,37,35539,0,0,0,0,2846,0,29480,10706,21752,1654,0,17241,3319,0,0,3914,0,0,0,0,0,0,PMXC6,NS,R2A,B,VT,REP3,T12,39,NSR2AVTB
PMXC6.NS.R2A.NB.RT.REP1.T12,0,2157,80294,0,1108,0,20,0,0,286,0,26984,37823,18974,92,0,17778,3330,0,0,0,0,15,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP1,T12,39,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP2.T12,6,2103,76937,0,2721,0,17,0,0,166,0,24599,29668,17079,77,0,15706,2322,0,0,0,0,44,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP2,T12,39,NSR2ARTNB
PMXC6.NS.R2A.NB.RT.REP3.T12,0,2072,75734,0,5637,0,0,0,0,285,0,26121,35261,18063,76,0,13048,4107,0,0,0,0,13,0,0,0,0,PMXC6,NS,R2A,NB,RT,REP3,T12,39,NSR2ARTNB
PMXC6.NS.R2A.NB.VT.REP1.T12,0,2438,80026,0,1429,0,0,0,0,12,0,19307,16854,7723,616,2,24325,1671,0,0,0,0,29,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP1,T12,39,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP2.T12,0,2672,81724,0,1071,0,0,0,0,0,0,34874,18099,9291,674,48,19979,2779,0,0,0,0,403,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP2,T12,39,NSR2AVTNB
PMXC6.NS.R2A.NB.VT.REP3.T12,0,406,41962,0,213,0,0,0,0,206,0,14116,16357,8098,1085,0,28509,2991,0,0,0,0,3,0,0,0,0,PMXC6,NS,R2A,NB,VT,REP3,T12,39,NSR2AVTNB
